umap_x	umap_y	Metadata_Plate	Metadata_Well	Metadata_Assay_Plate_Barcode	Metadata_Plate_Map_Name	Metadata_well_position	Metadata_cell_line	Metadata_patient	Metadata_FFA	Metadata_diff_day
-4.699175180225468	1.9752535738133101	BR00101080	B02	BR00101080	BR00101080	B02	vc	PAC_261	0	3
-3.9220043101466326	-1.6751945284497767	BR00101080	B03	BR00101080	BR00101080	B03	sc	PAC_246	0	3
-1.2411255130170566	2.219132617077609	BR00101080	B04	BR00101080	BR00101080	B04	vc	PAC_246	0	3
-1.6343183011674274	3.1382398830344966	BR00101080	B05	BR00101080	BR00101080	B05	sc	PAC_266	0	3
3.830453734864999	3.967431210904141	BR00101080	B06	BR00101080	BR00101080	B06	vc	PAC_266	0	3
-3.8011918850666064	-1.5345034295471236	BR00101080	B07	BR00101080	BR00101080	B07	sc	PAC_164	0	3
-3.9953786570108365	1.8581189546287957	BR00101080	B08	BR00101080	BR00101080	B08	vc	PAC_164	0	3
-1.6122203115561817	-0.11664147291654903	BR00101080	B09	BR00101080	BR00101080	B09	SGBS	SGBS	0	3
10.473839184402033	-7.179569858531047	BR00101080	B10	BR00101080	BR00101080	B10	sc	hWAT	0	3
-2.911154126550987	2.3557481068353705	BR00101080	B11	BR00101080	BR00101080	B11	hBAT	hBAT	0	3
3.704002011251593	4.126345821654093	BR00101080	C02	BR00101080	BR00101080	C02	vc	PAC_261	0	3
-3.9494593100402833	-1.8246953387287816	BR00101080	C03	BR00101080	BR00101080	C03	sc	PAC_246	0	3
-1.104534986757529	2.1233227615104417	BR00101080	C04	BR00101080	BR00101080	C04	vc	PAC_246	0	3
-1.54712140185863	3.206882160171785	BR00101080	C05	BR00101080	BR00101080	C05	sc	PAC_266	0	3
3.7580209368636512	4.061894635421458	BR00101080	C06	BR00101080	BR00101080	C06	vc	PAC_266	0	3
-3.7819570474081226	-1.4196580743057647	BR00101080	C07	BR00101080	BR00101080	C07	sc	PAC_164	0	3
-0.8347045671266075	1.5937315544042745	BR00101080	C08	BR00101080	BR00101080	C08	vc	PAC_164	0	3
0.5238658457967762	-3.6669120878982615	BR00101080	C09	BR00101080	BR00101080	C09	SGBS	SGBS	0	3
10.468674520368673	-7.184983817927896	BR00101080	C10	BR00101080	BR00101080	C10	sc	hWAT	0	3
-2.926313308520907	2.356582344233189	BR00101080	C11	BR00101080	BR00101080	C11	hBAT	hBAT	0	3
3.8147237204492437	3.891793806380893	BR00101080	D02	BR00101080	BR00101080	D02	vc	PAC_261	0	3
-3.9785552790048633	-1.7066102865610555	BR00101080	D03	BR00101080	BR00101080	D03	sc	PAC_246	0	3
-1.2032157870660238	2.18490248128547	BR00101080	D04	BR00101080	BR00101080	D04	vc	PAC_246	0	3
-1.5402279973063626	3.341397484516262	BR00101080	D05	BR00101080	BR00101080	D05	sc	PAC_266	0	3
3.9607420320861144	3.9971709788447956	BR00101080	D06	BR00101080	BR00101080	D06	vc	PAC_266	0	3
-3.869282727281067	-1.4117029652308806	BR00101080	D07	BR00101080	BR00101080	D07	sc	PAC_164	0	3
-0.8636604094536076	1.5867175744008684	BR00101080	D08	BR00101080	BR00101080	D08	vc	PAC_164	0	3
-1.6072961979807627	-0.11258511419090789	BR00101080	D09	BR00101080	BR00101080	D09	SGBS	SGBS	0	3
10.42809465291457	-7.225574349707811	BR00101080	D10	BR00101080	BR00101080	D10	sc	hWAT	0	3
-2.8553331337454684	2.4185260062957057	BR00101080	D11	BR00101080	BR00101080	D11	hBAT	hBAT	0	3
4.592368317688006	4.348371716358431	BR00101080	E02	BR00101080	BR00101080	E02	vc	PAC_261	1	3
-4.0102684243377364	-2.226296559306221	BR00101080	E03	BR00101080	BR00101080	E03	sc	PAC_246	1	3
0.029287805519667476	1.6658205617386663	BR00101080	E04	BR00101080	BR00101080	E04	vc	PAC_246	1	3
-0.8491414987718606	3.2144335936327577	BR00101080	E05	BR00101080	BR00101080	E05	sc	PAC_266	1	3
4.2383846455004885	4.039653510276713	BR00101080	E06	BR00101080	BR00101080	E06	vc	PAC_266	1	3
-3.991140147803609	-2.329060201766171	BR00101080	E07	BR00101080	BR00101080	E07	sc	PAC_164	1	3
-0.09006529815164976	1.655744435847712	BR00101080	E08	BR00101080	BR00101080	E08	vc	PAC_164	1	3
5.486181334356379	6.65943046993435	BR00101080	E09	BR00101080	BR00101080	E09	SGBS	SGBS	1	3
10.380951516723316	-7.272780027863046	BR00101080	E10	BR00101080	BR00101080	E10	sc	hWAT	1	3
-3.155962078097204	2.0889726089501655	BR00101080	E11	BR00101080	BR00101080	E11	hBAT	hBAT	1	3
4.628620769160998	4.450882349005315	BR00101080	F02	BR00101080	BR00101080	F02	vc	PAC_261	1	3
-4.100754052751366	-2.408411221367419	BR00101080	F03	BR00101080	BR00101080	F03	sc	PAC_246	1	3
0.01123329696062969	1.7156074279313303	BR00101080	F04	BR00101080	BR00101080	F04	vc	PAC_246	1	3
-0.7364282613821969	3.0975972195803188	BR00101080	F05	BR00101080	BR00101080	F05	sc	PAC_266	1	3
4.426425550564151	4.18362159145836	BR00101080	F06	BR00101080	BR00101080	F06	vc	PAC_266	1	3
-4.125514446710097	-2.4082345715647513	BR00101080	F07	BR00101080	BR00101080	F07	sc	PAC_164	1	3
-0.14511852761403943	1.6290289245992473	BR00101080	F08	BR00101080	BR00101080	F08	vc	PAC_164	1	3
5.515115115936286	6.693902272625188	BR00101080	F09	BR00101080	BR00101080	F09	SGBS	SGBS	1	3
-5.4296234391022615	2.048706779804552	BR00101080	F10	BR00101080	BR00101080	F10	sc	hWAT	1	3
-3.1147107172202695	2.114788613461438	BR00101080	F11	BR00101080	BR00101080	F11	hBAT	hBAT	1	3
4.59553524142013	4.348410563789323	BR00101080	G02	BR00101080	BR00101080	G02	vc	PAC_261	1	3
-4.057286944389805	-2.3165184821632865	BR00101080	G03	BR00101080	BR00101080	G03	sc	PAC_246	1	3
0.09273855266164288	1.7834970673767385	BR00101080	G04	BR00101080	BR00101080	G04	vc	PAC_246	1	3
-0.9317192898830011	3.2042254544021973	BR00101080	G05	BR00101080	BR00101080	G05	sc	PAC_266	1	3
